claim_number,policy_number,policyholder_id,vehicle_vin,claim_type,claim_status,severity,incident_date,incident_location,incident_description,number_of_vehicles_involved,claimed_amount,approved_amount,paid_amount,payment_method,incident_evidence,fraud_score,is_fraudulent,fraud_reason,submitted_date,reviewed_date,closed_date
CLM-127646465357,POL-540894473580,ZW-PH-6273452312,ZRD6SFVVGZ52T0SY1,ACCIDENT,PAID,MINOR,2025-08-17 00:43:26,"Township Road, Chitungwiza, HARARE",T-bone collision at four-way stop near Chitungwiza,1,921.73,905.876244,905.876244,SWIPE,,0.1059,False,,2025-08-18 23:43:26,2025-09-05 23:43:26,
CLM-158359773280,POL-193507795642,ZW-PH-4282841775,B98P84LWY5PY4LYTJ,ACCIDENT,PAID,MODERATE,2025-12-13 20:55:47,"Airport Road, Plumtree, MATABELELAND_SOUTH",Single vehicle accident — lost control on wet road near Mutare,1,2321.02,2077.080798,2077.080798,BANK_TRANSFER,,0.1445,False,,2025-12-14 05:55:47,2026-01-01 05:55:47,
CLM-107516004477,POL-193507795642,ZW-PH-4282841775,B98P84LWY5PY4LYTJ,THEFT,UNDER_REVIEW,MAJOR,2026-04-01 23:29:06,"Township Road, Plumtree, MATABELELAND_SOUTH",Theft of tools from bakkie load bed at construction site,1,5689.56,0.00,0.00,SWIPE,,0.0082,False,,2026-04-02 12:29:06,,
CLM-872368941190,POL-991862832247,ZW-PH-5570028939,YTRGV38B8CEL20ZRD,NATURAL_DISASTER,PAID,MINOR,2024-09-14 22:13:22,"Highway A1, Chipinge, MANICALAND",Flooding swept vehicle into storm drain along Marimba Road,1,760.62,671.551398,671.551398,SWIPE,,0.1258,False,Multiple claims history,2024-09-15 06:13:22,2024-09-28 06:13:22,
CLM-536737785796,POL-991862832247,ZW-PH-5570028939,YTRGV38B8CEL20ZRD,ACCIDENT,PAID,MINOR,2025-01-14 12:08:16,"Gas Station, Chipinge, MANICALAND",Single vehicle accident — lost control on wet road near Mutare,3,1067.43,1005.625803,1005.625803,BANK_TRANSFER,,0.16010000000000002,False,Multiple claims history,2025-01-15 00:08:16,2025-01-29 00:08:16,
CLM-768466725341,POL-991862832247,ZW-PH-5570028939,YTRGV38B8CEL20ZRD,OTHER,PAID,MINOR,2024-11-10 14:48:25,"Chirundu Border Post, Chipinge, MANICALAND",Front suspension damaged by large pothole on Julius Nyerere Way,1,1454.11,1434.624926,1434.624926,BANK_TRANSFER,,0.1107,False,Multiple claims history,2024-11-11 14:48:25,2024-11-28 14:48:25,
CLM-298405518588,POL-228327906464,ZW-PH-3950820680,U3ET8G5RU7NFELT4W,ACCIDENT,CLOSED,MINOR,2025-03-23 19:45:20,"Beitbridge Border Post, Hwange, MATABELELAND_NORTH",Collision in Westgate shopping mall parking area while reversing,1,1302.97,1262.708227,1262.708227,CASH,,0.0031,False,,2025-03-25 14:45:20,2025-04-06 14:45:20,2025-04-15 14:45:20
CLM-389674996070,POL-419090788190,ZW-PH-2507455361,KW4XMUS9FYRU6RR1R,THEFT,APPROVED,MINOR,2026-04-10 09:30:58,"Rural Road, Shurugwi, MIDLANDS","Break-in at office park, sound system and GPS unit stolen",1,762.61,751.018328,0.00,ECOCASH,,0.0709,False,,2026-04-11 01:30:58,2026-04-17 01:30:58,
CLM-386853482882,POL-130407252275,ZW-PH-0398489519,NKVDCT7WREF0L61C9,NATURAL_DISASTER,SUBMITTED,MODERATE,2026-04-22 19:57:54,"Highway A1, Chipinge, MANICALAND",Flash flood submerged vehicle in Budiriro low-lying area,1,5887.14,0.00,0.00,SWIPE,,0.2764,False,,2026-04-23 19:57:54,,
CLM-703375899223,POL-060868024512,ZW-PH-2768206576,XKCX2VY7PWGBVLWWB,VANDALISM,PAID,MINOR,2026-01-05 14:54:21,"Highway A5, Ruwa, MASHONALAND_EAST","Windscreen and side windows smashed, nothing stolen",1,3363.37,3072.774832,3072.774832,SWIPE,,0.33330000000000004,False,Multiple claims history,2026-01-06 05:54:21,2026-01-20 05:54:21,
CLM-403149177881,POL-060868024512,ZW-PH-2768206576,XKCX2VY7PWGBVLWWB,ACCIDENT,UNDER_REVIEW,MINOR,2026-03-28 12:48:21,"Bulawayo Road, Ruwa, MASHONALAND_EAST",Side collision at intersection — other driver ran red light in Harare CBD,3,3235.47,0.00,0.00,CASH,,0.1613,False,Multiple claims history,2026-03-28 13:48:21,,
CLM-172652782145,POL-060868024512,ZW-PH-2768206576,XKCX2VY7PWGBVLWWB,ACCIDENT,APPROVED,MODERATE,2026-01-27 13:40:44,"Border Post Area, Victoria Falls, MASHONALAND_EAST",Incident occurred — significant damage discovered afterwards,3,7556.7,7404.81033,0.00,BANK_TRANSFER,,0.7201,True,Incident at border crossing — difficult to verify independently; Non-specific incident description; Multiple claims history,2026-01-27 21:40:44,2026-02-05 21:40:44,
CLM-564936087710,POL-770148995463,ZW-PH-2351823097,GAN3HUCLU63W26PT8,NATURAL_DISASTER,PAID,MINOR,2026-01-14 08:17:17,"Highway A1, Victoria Falls, MATABELELAND_NORTH",Msasa tree fell on vehicle during Cyclone-linked winds in Mutare,1,89.01,79.094286,79.094286,CASH,,0.2582,False,,2026-01-16 14:17:17,2026-01-29 14:17:17,
CLM-384621456348,POL-888437916304,ZW-PH-5301069960,1UPJ7C9JA5U8R9SXG,ACCIDENT,CLOSED,MINOR,2026-02-12 01:12:08,"Residential Area, Ruwa, HARARE",Collision in Westgate shopping mall parking area while reversing,2,238.35,228.148620,228.148620,ECOCASH,,0.3013,False,Multiple claims history,2026-02-14 16:12:08,2026-02-21 16:12:08,2026-03-06 16:12:08
CLM-334526410372,POL-888437916304,ZW-PH-5301069960,1UPJ7C9JA5U8R9SXG,ACCIDENT,CLOSED,MINOR,2025-06-25 16:57:14,"Residential Area, Ruwa, HARARE",Collision in Westgate shopping mall parking area while reversing,3,2957.73,233.560502,233.560502,CASH,,0.7178,True,Claim amount suspiciously close to coverage limit; Multiple claims history,2025-06-27 05:57:14,2025-07-04 05:57:14,2025-07-18 05:57:14
CLM-546649635312,POL-888437916304,ZW-PH-5301069960,1UPJ7C9JA5U8R9SXG,ACCIDENT,CLOSED,MAJOR,2025-10-08 09:59:30,"Beitbridge Border Post, Ruwa, HARARE",Rear-ended at traffic light during rush hour on Samora Machel Avenue,4,1237.11,1220.780148,1220.780148,CASH,,0.2049,False,Multiple claims history,2025-10-10 11:59:30,2025-10-21 11:59:30,2025-11-02 11:59:30
CLM-737397656577,POL-900485701722,ZW-PH-1087276535,NDAD46Z07BPNN444A,ACCIDENT,CLOSED,MINOR,2025-07-12 02:41:27,"Highway A2, Chimanimani, MANICALAND",Hit while parked at Sam Levy Shopping Centre,1,640.94,612.418170,612.418170,CASH,,0.2011,False,,2025-07-13 18:41:27,2025-08-02 18:41:27,2025-08-17 18:41:27
CLM-202593651743,POL-834036198707,ZW-PH-3782003990,54BG5C32173AEEP2T,ACCIDENT,UNDER_REVIEW,MODERATE,2025-12-08 12:19:28,"Township Road, Bulawayo, BULAWAYO",Side collision at intersection — other driver ran red light in Harare CBD,3,23683.83,7008.865112,7008.865112,CASH,,0.8190999999999999,True,Claim amount suspiciously close to coverage limit; Staged incident in high-risk location with near-maximum claim; Multiple claims history,2025-12-09 15:19:28,2025-12-15 15:19:28,
CLM-760100323156,POL-834036198707,ZW-PH-3782003990,54BG5C32173AEEP2T,VANDALISM,PAID,MINOR,2025-04-11 06:17:14,"Victoria Falls, Bulawayo, BULAWAYO","Windscreen and side windows smashed, nothing stolen",1,2386.59,2087.311614,2087.311614,SWIPE,,0.2712,False,Multiple claims history,2025-04-11 17:17:14,2025-04-27 17:17:14,
CLM-460342491086,POL-834036198707,ZW-PH-3782003990,54BG5C32173AEEP2T,ACCIDENT,CLOSED,MAJOR,2025-10-24 17:22:48,"Shopping Center Parking, Bulawayo, BULAWAYO",Side collision at intersection — other driver ran red light in Harare CBD,2,8254.36,7407.462664,7407.462664,SWIPE,,0.3517,False,Multiple claims history,2025-10-27 10:22:48,2025-11-12 10:22:48,2025-11-17 10:22:48
CLM-943324629177,POL-952316275302,ZW-PH-5734900201,83A6UDJ9JU2ALHG6T,ACCIDENT,SUBMITTED,MODERATE,2026-04-15 10:00:17,"Harare CBD, Chinhoyi, MASHONALAND_WEST",Backed into another vehicle at Borrowdale Racecourse parking,3,2546.71,0.00,0.00,ECOCASH,,0.37539999999999996,False,Multiple claims history,2026-04-16 22:00:17,,
CLM-246150877581,POL-952316275302,ZW-PH-5734900201,83A6UDJ9JU2ALHG6T,ACCIDENT,SUBMITTED,MINOR,2026-04-22 00:55:50,"Bulawayo Road, Chinhoyi, MASHONALAND_WEST",Rear-ended at traffic light during rush hour on Samora Machel Avenue,2,812.46,0.00,0.00,ECOCASH,,0.2554,False,Multiple claims history,2026-04-23 02:55:50,,
CLM-959855297462,POL-952316275302,ZW-PH-5734900201,83A6UDJ9JU2ALHG6T,ACCIDENT,SUBMITTED,MINOR,2026-04-23 13:06:51,"Simon Mazorodze Road, Chinhoyi, MASHONALAND_WEST",Hit while parked at Sam Levy Shopping Centre,2,1174.73,0.00,0.00,ECOCASH,,0.11330000000000001,False,Multiple claims history,2026-04-24 21:06:51,,
CLM-862545344191,POL-448198264243,ZW-PH-7938491778,JRB5PM47NUM5LL2XP,ACCIDENT,PAID,MINOR,2025-05-30 05:00:37,"Bulawayo Road, Rusape, MANICALAND",Collision in Westgate shopping mall parking area while reversing,1,1068.97,910.548646,910.548646,ECOCASH,,0.3636,False,,2025-06-01 20:00:37,2025-06-19 20:00:37,
CLM-860697568989,POL-446689557842,ZW-PH-6720739064,9TLYUNL6VHHM8Y1GY,ACCIDENT,REJECTED,MAJOR,2025-08-17 19:05:31,"Main Street, Plumtree, MATABELELAND_SOUTH",Multi-vehicle collision on A1 highway due to sudden braking,2,7611.74,0.00,0.00,CASH,,0.265,False,,2025-08-20 02:05:31,2025-09-02 02:05:31,2025-09-02 02:05:31
CLM-907726790156,POL-446689557842,ZW-PH-6720739064,9TLYUNL6VHHM8Y1GY,THEFT,PAID,MODERATE,2025-03-07 14:48:22,"Highway A2, Plumtree, MATABELELAND_SOUTH",Catalytic converter stolen while parked near First Street Mall,1,3128.93,2809.466247,2809.466247,ECOCASH,,0.0469,False,,2025-03-07 15:48:22,2025-03-17 15:48:22,
CLM-441276982319,POL-997123284543,ZW-PH-8254406256,NLBY2076FBPUYYFUG,ACCIDENT,PAID,MINOR,2026-03-07 18:46:34,"Highway A2, Macheke, MASHONALAND_EAST",Multi-vehicle collision on A1 highway due to sudden braking,1,392.08,390.982176,390.982176,ECOCASH,,0.2905,False,,2026-03-08 01:46:34,2026-03-17 01:46:34,
CLM-062662699150,POL-997123284543,ZW-PH-8254406256,NLBY2076FBPUYYFUG,ACCIDENT,UNDER_REVIEW,MODERATE,2026-03-30 22:13:17,"Bulawayo Road, Macheke, MASHONALAND_EAST",T-bone collision at four-way stop near Chitungwiza,2,1748.44,0.00,0.00,ECOCASH,,0.0364,False,,2026-03-31 02:13:17,,
CLM-564846078107,POL-124421811979,ZW-PH-1834220595,PLF43ZXLRURPMRG1C,FIRE,PAID,MINOR,2026-02-16 01:15:14,"Rural Road, Rusape, MANICALAND",Exhaust system fault caused slow-burning fire under chassis,1,563.89,530.000211,530.000211,CASH,,0.1049,False,,2026-02-16 09:15:14,2026-03-02 09:15:14,
CLM-443483499390,POL-124421811979,ZW-PH-1834220595,PLF43ZXLRURPMRG1C,ACCIDENT,SUBMITTED,MINOR,2026-04-19 03:56:17,"Tollgate, Rusape, MANICALAND",Single vehicle accident — lost control on wet road near Mutare,1,424.09,0.00,0.00,CASH,,0.1343,False,,2026-04-20 00:56:17,,
CLM-316299323065,POL-175031220350,ZW-PH-5877304424,GSMBL4NURV328ZY2D,VANDALISM,CLOSED,MINOR,2026-01-21 04:42:32,"Commuter Terminus, Makuti, MASHONALAND_WEST",Paint scorched with chemical substance in Southerton industrial,1,543.38,530.719246,530.719246,BANK_TRANSFER,,0.1201,False,,2026-01-21 19:42:32,2026-01-30 19:42:32,2026-02-11 19:42:32
CLM-887787411757,POL-247942922707,ZW-PH-8765974189,VVZ899E6VV3ZKDHYW,THEFT,APPROVED,MAJOR,2025-06-03 09:07:23,"Main Street, Triangle, MASVINGO","Attempted carjacking in Eastlea, significant ignition damage",1,6265.77,6206.245185,0.00,BANK_TRANSFER,,0.0779,False,,2025-06-03 11:07:23,2025-06-18 11:07:23,
CLM-558725380945,POL-247942922707,ZW-PH-8765974189,VVZ899E6VV3ZKDHYW,ACCIDENT,SUBMITTED,MAJOR,2025-12-10 17:12:44,"Township Road, Triangle, MASVINGO",Side-swipe on Bulawayo Road near Gweru tollgate,2,17195.21,6753.521223,6753.521223,CASH,,0.7792,True,Claim amount suspiciously close to coverage limit; Claimed amount grossly inflated beyond vehicle proportion; Staged incident in high-risk location with near-maximum claim,2025-12-12 17:12:44,2025-12-31 17:12:44,2026-01-10 17:12:44
CLM-216250486993,POL-037468527617,ZW-PH-6447641554,8R0KNHV015UMXR39T,ACCIDENT,CLOSED,MINOR,2026-01-18 05:09:14,"Samora Machel Avenue, Kariba, MASHONALAND_WEST",Multi-vehicle collision on A1 highway due to sudden braking,2,364.47,343.002717,343.002717,SWIPE,,0.156,False,,2026-01-19 13:09:14,2026-02-06 13:09:14,2026-02-14 13:09:14
CLM-166226710546,POL-640902771954,ZW-PH-8254626756,YG4NTGL60L1KFTYH6,ACCIDENT,CLOSED,MINOR,2025-11-22 04:41:38,"Harare CBD, Victoria Falls, MATABELELAND_NORTH",Rear-ended at traffic light during rush hour on Samora Machel Avenue,3,601.23,543.572043,543.572043,BANK_TRANSFER,,0.0821,False,,2025-11-24 07:41:38,2025-12-05 07:41:38,2025-12-14 07:41:38
CLM-955755204101,POL-600891382392,ZW-PH-8775311465,NF6FM8UBVM6PAB02K,ACCIDENT,PAID,MINOR,2025-12-26 04:23:10,"Airport Road, Epworth, HARARE",Side collision at intersection — other driver ran red light in Harare CBD,2,1216.81,1089.288312,1089.288312,SWIPE,,0.0734,False,,2025-12-27 17:23:10,2026-01-10 17:23:10,
CLM-251425377206,POL-905989765837,ZW-PH-5090470547,D90XWJGX991K8BKH5,OTHER,CLOSED,MINOR,2025-10-03 08:46:26,"Roadblock, Gwanda, MATABELELAND_SOUTH",Collision with donkey cart on rural road near Chiredzi,1,1444.19,1442.023715,1442.023715,CASH,,0.1139,False,Multiple claims history,2025-10-06 03:46:26,2025-10-13 03:46:26,2025-10-24 03:46:26
CLM-684566958526,POL-905989765837,ZW-PH-5090470547,D90XWJGX991K8BKH5,ACCIDENT,PAID,TOTAL_LOSS,2026-01-23 01:52:33,"Robert Mugabe Road, Gwanda, MATABELELAND_SOUTH",Backed into another vehicle at Borrowdale Racecourse parking,3,9939.89,9213.284041,9213.284041,BANK_TRANSFER,,0.31930000000000003,False,Multiple claims history,2026-01-24 08:52:33,2026-02-07 08:52:33,
CLM-832902279398,POL-078240461042,ZW-PH-5090470547,ZPF4UUL58YRETGA6L,ACCIDENT,PAID,MINOR,2025-06-09 03:36:19,"Harare CBD, Gwanda, MATABELELAND_SOUTH",Backed into another vehicle at Borrowdale Racecourse parking,3,1851.58,1665.681368,1665.681368,ECOCASH,,0.3221,False,Multiple claims history,2025-06-09 23:36:19,2025-06-19 23:36:19,
CLM-357195736847,POL-237647517284,ZW-PH-6639593034,3P2KR4KS4F7B6264Y,ACCIDENT,PAID,MODERATE,2026-02-09 11:02:07,"Highway A1, Mount Darwin, MASHONALAND_CENTRAL",Hit while parked at Sam Levy Shopping Centre,2,1546.09,1545.935391,1545.935391,BANK_TRANSFER,,0.0357,False,,2026-02-10 10:02:07,2026-02-22 10:02:07,
CLM-387158146825,POL-640630577791,ZW-PH-0829126485,Y20S99VGU8H004FX5,ACCIDENT,SUBMITTED,MINOR,2026-04-22 23:11:45,"Robert Mugabe Road, Shurugwi, MIDLANDS",Multi-vehicle collision on A1 highway due to sudden braking,3,1814.24,0.00,0.00,ECOCASH,,0.0938,False,,2026-04-25 05:11:45,,
CLM-653082159581,POL-121256900158,ZW-PH-1972986612,0XJMCDNYGBA25CA0D,ACCIDENT,PAID,MINOR,2024-10-23 18:42:57,"Robert Mugabe Road, Beitbridge, MATABELELAND_SOUTH",Side collision at intersection — other driver ran red light in Harare CBD,2,516.21,449.360805,449.360805,SWIPE,,0.2999,False,,2024-10-26 07:42:57,2024-11-13 07:42:57,
CLM-312159457114,POL-715840461568,ZW-PH-1972986612,NNE2JJLR5L1F32PG8,ACCIDENT,PAID,MINOR,2024-11-30 22:45:04,"Border Post Area, Chirundu, MATABELELAND_SOUTH",Collision in Westgate shopping mall parking area while reversing,4,4788.78,580.017447,580.017447,CASH,,0.6176,False,Claim amount suspiciously close to coverage limit; Incident at border crossing — difficult to verify independently,2024-12-03 06:45:04,2024-12-21 06:45:04,
CLM-297662616523,POL-067230964617,ZW-PH-1787485139,ZX1GAJKEW54UH4EZC,OTHER,CLOSED,MINOR,2025-04-25 01:19:58,"Simon Mazorodze Road, Macheke, MASHONALAND_EAST",Struck by falling rock from kopje near Marondera,1,970.32,921.124776,921.124776,BANK_TRANSFER,,0.1933,False,,2025-04-26 02:19:58,2025-05-13 02:19:58,2025-05-20 02:19:58
CLM-581649046928,POL-622247965778,ZW-PH-7491258756,0NR86S0LW0Z073ZXM,THEFT,UNDER_REVIEW,MINOR,2026-04-11 23:58:43,"Chirundu Border Post, Chiredzi, MASVINGO",Theft of tools from bakkie load bed at construction site,1,1015.06,0.00,0.00,BANK_TRANSFER,,0.3385,False,Multiple claims history,2026-04-12 11:58:43,,
CLM-518468584283,POL-622247965778,ZW-PH-7491258756,0NR86S0LW0Z073ZXM,FIRE,APPROVED,MINOR,2026-04-07 10:52:33,"Beitbridge Border Post, Chiredzi, MASVINGO",Catalytic converter overheated and ignited dry grass under vehicle,1,1046.34,944.740386,0.00,BANK_TRANSFER,,0.5175,False,Multiple claims history,2026-04-09 19:52:33,2026-04-21 19:52:33,
CLM-797284550694,POL-622247965778,ZW-PH-7491258756,0NR86S0LW0Z073ZXM,ACCIDENT,SUBMITTED,MINOR,2026-04-11 16:29:27,"Shopping Center Parking, Chiredzi, MASVINGO",Rear-ended at traffic light during rush hour on Samora Machel Avenue,1,1017.92,0.00,0.00,CASH,,0.1886,False,Multiple claims history,2026-04-12 17:29:27,,
CLM-270286699621,POL-422665955365,ZW-PH-6549030016,MLFK4C1310UY7R805,VANDALISM,CLOSED,MODERATE,2026-03-02 09:13:40,"Tollgate, Marondera, MASHONALAND_EAST",Interior fabric slashed and dashboard cracked,1,2884.79,2506.305552,2506.305552,CASH,,0.1747,False,,2026-03-03 18:13:40,2026-03-10 18:13:40,2026-03-22 18:13:40
CLM-342744597787,POL-975037465787,ZW-PH-2191117750,1V2C6ANLUZGMR1HYS,OTHER,REJECTED,MODERATE,2026-02-17 17:31:42,"Simon Mazorodze Road, Bulawayo, BULAWAYO",Front suspension damaged by large pothole on Julius Nyerere Way,1,1950.0,0.00,0.00,ECOCASH,,0.1311,False,Multiple claims history,2026-02-18 22:31:42,2026-03-03 22:31:42,2026-03-03 22:31:42
CLM-974469333444,POL-975037465787,ZW-PH-2191117750,1V2C6ANLUZGMR1HYS,ACCIDENT,UNDER_REVIEW,MINOR,2026-01-10 03:00:00,"Township Road, Bulawayo, BULAWAYO",T-bone collision at four-way stop near Chitungwiza,1,1015.38,451.17218,451.17218,SWIPE,,0.8237,True,Claimed amount grossly inflated beyond vehicle proportion; Claim filed within first 14 days of policy inception; Multiple claims history,2026-01-10 21:00:00,2026-03-15 18:39:46,
CLM-617083288068,POL-975037465787,ZW-PH-2191117750,1V2C6ANLUZGMR1HYS,ACCIDENT,PAID,MODERATE,2026-03-19 13:26:10,"Rural Road, Bulawayo, BULAWAYO",Multi-vehicle collision on A1 highway due to sudden braking,2,2073.17,1768.828644,1768.828644,ECOCASH,,0.3781,False,Multiple claims history,2026-03-21 09:26:10,2026-04-07 09:26:10,
CLM-804485113249,POL-138160161449,ZW-PH-7981484016,9XBUM259MA32KCR42,ACCIDENT,CLOSED,MINOR,2025-05-07 11:45:53,"Highway A1, Mount Darwin, MASHONALAND_CENTRAL",Rear-ended at traffic light during rush hour on Samora Machel Avenue,1,959.28,820.664040,820.664040,BANK_TRANSFER,,0.036,False,,2025-05-10 11:45:53,2025-05-23 11:45:53,2025-05-28 11:45:53
CLM-949987963475,POL-138160161449,ZW-PH-7981484016,9XBUM259MA32KCR42,OTHER,PAID,MODERATE,2025-07-26 02:38:18,"Commuter Terminus, Mount Darwin, MASHONALAND_CENTRAL",Collision with donkey cart on rural road near Chiredzi,1,2283.97,2068.134835,2068.134835,ECOCASH,,0.1563,False,,2025-07-26 12:38:18,2025-08-15 12:38:18,
CLM-404325234920,POL-144017462876,ZW-PH-3626590330,1Y00A8SA4F1UX4EY6,ACCIDENT,PAID,MINOR,2025-01-25 15:35:31,"Airport Road, Mutare, MANICALAND","Hit and run incident on Simon Mazorodze Road, other driver fled",3,1118.06,1117.165552,1117.165552,BANK_TRANSFER,,0.0088,False,,2025-01-27 01:35:31,2025-02-03 01:35:31,
CLM-719770734205,POL-144017462876,ZW-PH-3626590330,1Y00A8SA4F1UX4EY6,ACCIDENT,CLOSED,MINOR,2025-01-10 07:21:34,"Main Street, Mutare, MANICALAND","Hit and run incident on Simon Mazorodze Road, other driver fled",2,1755.55,1677.603580,1677.603580,BANK_TRANSFER,,0.056,False,,2025-01-12 18:21:34,2025-01-18 18:21:34,2025-01-24 18:21:34
CLM-745784492864,POL-802723233230,ZW-PH-2486264112,JXKVSTK82WYC8ACU5,VANDALISM,PAID,MAJOR,2025-08-08 22:25:04,"Tollgate, Gokwe, MIDLANDS","Windscreen and side windows smashed, nothing stolen",1,9075.93,8910.748074,8910.748074,ECOCASH,,0.0804,False,,2025-08-09 20:25:04,2025-08-29 20:25:04,
CLM-150487284165,POL-520616297452,ZW-PH-8218353724,HCBE1WB09J9L5MZJZ,THEFT,PAID,MINOR,2026-03-24 00:49:03,"Samora Machel Avenue, Bindura, MASHONALAND_CENTRAL","Vehicle stolen from Malls car park, later recovered without engine",1,2708.5,2394.58485,2394.58485,SWIPE,,0.2295,False,Multiple claims history,2026-03-26 17:49:03,2026-03-31 17:49:03,
CLM-113223307089,POL-520616297452,ZW-PH-8218353724,HCBE1WB09J9L5MZJZ,ACCIDENT,CLOSED,MINOR,2026-02-24 14:24:26,"Airport Road, Bindura, MASHONALAND_CENTRAL",Collision in Westgate shopping mall parking area while reversing,2,1035.09,939.447684,939.447684,BANK_TRANSFER,,0.2984,False,Multiple claims history,2026-02-27 13:24:26,2026-03-13 13:24:26,2026-03-19 13:24:26
CLM-380279422585,POL-520616297452,ZW-PH-8218353724,HCBE1WB09J9L5MZJZ,OTHER,PAID,MODERATE,2026-03-13 16:17:19,"Highway A5, Bindura, MASHONALAND_CENTRAL",Front suspension damaged by large pothole on Julius Nyerere Way,1,6743.81,5987.828899,5987.828899,SWIPE,,0.2256,False,Multiple claims history,2026-03-14 02:17:19,2026-03-26 02:17:19,
CLM-588610962916,POL-489898661992,ZW-PH-4099939728,3TE9RLKMEDYSXJK5U,ACCIDENT,UNDER_REVIEW,TOTAL_LOSS,2026-04-04 02:01:00,"Harare CBD, Chimanimani, MANICALAND",Single vehicle accident — lost control on wet road near Mutare,1,7045.81,0.00,0.00,ECOCASH,,0.2847,False,,2026-04-04 17:01:00,,
CLM-628592410856,POL-489898661992,ZW-PH-4099939728,3TE9RLKMEDYSXJK5U,ACCIDENT,SUBMITTED,TOTAL_LOSS,2026-04-09 08:57:08,"Robert Mugabe Road, Chimanimani, MANICALAND",Collision in Westgate shopping mall parking area while reversing,2,7366.86,0.00,0.00,CASH,,0.2283,False,,2026-04-11 20:57:08,,
CLM-496405058858,POL-577294226670,ZW-PH-5987867347,VVFJ2N8JEUKE7WFLJ,FIRE,PAID,MINOR,2025-10-29 17:57:00,"Roadblock, Chinhoyi, MASHONALAND_WEST",Fuel line rupture caused fire after pothole impact,1,978.28,919.485372,919.485372,BANK_TRANSFER,,0.0739,False,,2025-10-30 10:57:00,2025-11-08 10:57:00,
CLM-782489923837,POL-515161882187,ZW-PH-2298273422,NL9TAU6TNX1GF0AH2,ACCIDENT,PAID,MODERATE,2025-11-25 12:51:50,"Industrial Area, Plumtree, MATABELELAND_SOUTH",Single vehicle accident — lost control on wet road near Mutare,4,1233.61,1147.627383,1147.627383,ECOCASH,,0.0151,False,,2025-11-27 15:51:50,2025-12-06 15:51:50,
CLM-067499025000,POL-515161882187,ZW-PH-2298273422,NL9TAU6TNX1GF0AH2,NATURAL_DISASTER,CLOSED,MINOR,2026-01-20 17:23:56,"Highway A1, Plumtree, MATABELELAND_SOUTH",Flash flood submerged vehicle in Budiriro low-lying area,1,439.57,379.744523,379.744523,BANK_TRANSFER,,0.2222,False,,2026-01-22 11:23:56,2026-02-07 11:23:56,2026-02-22 11:23:56
CLM-030699924048,POL-510620546009,ZW-PH-2633395525,MJRR6H1VUCP12WXVE,ACCIDENT,CLOSED,MINOR,2025-08-15 10:37:32,"Shopping Center Parking, Norton, HARARE",Side-swipe on Bulawayo Road near Gweru tollgate,1,989.89,892.088868,892.088868,SWIPE,,0.2135,False,,2025-08-17 19:37:32,2025-08-31 19:37:32,2025-09-07 19:37:32
CLM-119818748279,POL-029769395922,ZW-PH-7795206300,8UNHDAVGMZTSNZZSB,NATURAL_DISASTER,SUBMITTED,MINOR,2026-04-24 00:00:00,"Farm Road, Bulawayo, BULAWAYO",Msasa tree fell on vehicle during Cyclone-linked winds in Mutare,1,493.22,0.00,0.00,BANK_TRANSFER,,0.0264,False,,2026-04-25 13:00:00,,
